,Income_log,Customer Lifetime Value_log,Monthly Premium Auto_log,Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Total Claim Amount
1300,0.668357742586843,1.7610096439752678,3.3478344178660864,UW37050,Oregon,No,Extended,Bachelor,1/15/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Web,Luxury SUV,Medsize,632.944366
1301,0.0,1.8742840217129637,-0.9998486417362575,UH62254,Oregon,Yes,Basic,Bachelor,1/3/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Two-Door Car,Medsize,312.0
1302,0.7483090657084431,-0.1857945672832242,-0.7592302734300848,BU41599,Washington,No,Basic,Master,2/28/11,Employed,F,Urban,Divorced,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Medsize,239.328571
1303,-2.26899849190385,-0.8937746169949806,0.05675302644102588,DB71122,California,No,Extended,Doctor,1/31/11,Medical Leave,F,Urban,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,372.652536
1304,0.015701318618052306,0.9912145278736914,0.526188342955524,TM14491,California,Yes,Basic,Bachelor,2/10/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,499.2
1305,0.5924260449127801,-0.8533757494675687,0.2999472474248227,OY94707,California,No,Extended,College,2/16/11,Employed,M,Suburban,Married,Special Auto,Special L3,Offer1,Agent,Four-Door Car,Small,647.039443
1306,-0.0939690056186677,1.5846491331551007,-0.5788026281539241,LN55080,Oregon,No,Basic,Bachelor,2/14/11,Employed,F,Rural,Married,Special Auto,Special L2,Offer1,Call Center,Two-Door Car,Medsize,68.647736
1307,-1.1169913424838298,0.46014044369265367,-0.5788026281539241,TZ47750,Nevada,Yes,Basic,Master,1/31/11,Disabled,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Small,523.888845
1308,-1.0725706745523413,-0.10960799662117744,-0.6229783045657968,SJ74501,Arizona,No,Basic,Bachelor,1/15/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Medsize,234.234301
1309,0.0,-0.40878982649537465,-1.1013213417013408,LE26899,California,No,Basic,Doctor,2/15/11,Unemployed,M,Urban,Married,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize,272.843439
1310,0.8696282111748623,-0.2394823633100313,1.3972045218333686,ML34366,California,Yes,Extended,College,1/7/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Sports Car,Medsize,57.712985
1311,-1.1240908888624552,0.32240604315672206,-0.6677633198421521,EI45850,California,No,Basic,Bachelor,1/19/11,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Small,430.818992
1312,0.19167939755146796,2.1910709993070285,3.0028326706640405,LD75023,Oregon,No,Extended,High School or Below,1/20/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Web,Luxury SUV,Medsize,1605.6
1313,-1.2670197509379604,1.314631329528647,1.1492319892736187,JW12998,California,No,Extended,High School or Below,2/9/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Sports Car,Medsize,604.8
1314,0.0,0.4263617230199964,1.0177621215047026,LP47259,Arizona,No,Extended,High School or Below,1/1/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Branch,Sports Car,Medsize,871.2
1315,0.0,0.5859426211746102,1.200364733120887,XD21246,Oregon,No,Extended,High School or Below,1/5/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,921.6
1316,1.0370121802190855,1.9624689725975024,-1.0501885978540724,DW59142,Nevada,No,Basic,High School or Below,2/28/11,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer2,Web,Two-Door Car,Medsize,9.163065
1317,0.572781328116117,-0.016028245291869463,-0.4078756835259948,KX54900,Arizona,No,Extended,Doctor,1/9/11,Employed,M,Urban,Single,Special Auto,Special L2,Offer2,Call Center,Four-Door Car,Medsize,223.950089
1318,-1.577443316066443,-0.3506517571515159,1.2256322702113973,XV83643,California,No,Extended,College,1/24/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Large,735.683769
1319,0.892133320794071,0.39894902637051227,0.7376866763395182,RX19151,Washington,No,Basic,Bachelor,2/28/11,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer2,Agent,SUV,Medsize,314.880326
1320,0.27279132120208055,-1.3661071990695504,-0.9998486417362575,ZH42145,Washington,No,Basic,High School or Below,2/22/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Small,323.485239
1321,-1.3811624489295724,-1.0772221440332703,-0.36651382315802955,ET79528,California,No,Extended,College,1/10/11,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize,80.663097
1322,0.0,-1.1687401511328035,-0.24549874286406942,GH36606,Washington,No,Extended,College,2/24/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,590.4
1323,1.3896623113822455,0.1353195561759073,-0.1288324628584094,BC66536,Arizona,No,Extended,High School or Below,2/26/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Medsize,408.0
1324,0.0,-1.6008103551816986,-0.9502772646562037,PN22481,Oregon,No,Basic,College,1/6/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,316.8
1325,1.4388874339801205,-0.5864529019117187,0.6185223981989948,VD27065,Washington,No,Premium,Bachelor,2/10/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Small,513.6
1326,0.028420597537298278,1.8813677326781029,-0.36651382315802955,IF38438,Arizona,No,Extended,High School or Below,2/14/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Call Center,Two-Door Car,Medsize,81.166323
1327,0.0,-1.263569367825343,-0.4497712600338769,ZC62609,Oregon,No,Extended,High School or Below,2/26/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Small,554.4
1328,-1.3776593204479106,1.9536917249398926,-0.9998486417362575,FD64348,Oregon,No,Basic,High School or Below,1/17/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Large,1.687291
1329,0.0,-0.2692061464252232,-0.6229783045657968,TA58285,Oregon,No,Basic,High School or Below,2/15/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Small,392.951076
1330,1.3882110785929132,2.628847206063787,0.7376866763395182,WV66165,Oregon,No,Basic,High School or Below,2/4/11,Employed,F,Rural,Single,Personal Auto,Personal L2,Offer2,Branch,SUV,Small,278.284943
1331,0.0,-0.09744398190783503,0.09263032109633532,YE27183,Oregon,No,Extended,Bachelor,2/28/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer3,Call Center,Four-Door Car,Medsize,436.8
1332,0.0,-1.359871723721714,-0.8059485201597161,TI47802,California,No,Basic,Master,2/1/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Medsize,331.2
1333,-0.20097260160821065,1.0725017023413008,0.6487259846512903,ZZ44902,Arizona,No,Premium,High School or Below,1/25/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,Two-Door Car,Small,750.082794
1334,1.044706335008227,-0.986584461183686,-0.05332063783802379,JD73594,Oregon,No,Extended,Bachelor,2/22/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Large,417.6
1335,0.0,-0.4315099569861561,1.3972045218333686,ZV93969,Washington,No,Extended,College,1/4/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Call Center,SUV,Medsize,652.8
1336,-2.6771622789422147,-1.4697119918737924,-0.9998486417362575,JS55721,California,No,Basic,College,1/20/11,Disabled,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,312.0
1337,0.0,-1.6387593095269752,-0.9014513501278933,ZB62469,California,No,Basic,High School or Below,2/21/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Call Center,Two-Door Car,Medsize,482.4
1338,0.0,-0.20062155223677944,-0.6677633198421521,HZ74609,Oregon,No,Basic,Bachelor,2/25/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Large,345.6
1339,-0.40184268309771753,0.8007560843467065,1.3247808024824979,TJ76363,Arizona,No,Extended,Doctor,1/29/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Agent,SUV,Medsize,229.930796
1340,1.4374450215436965,0.9634125970009976,0.33324868940250807,QZ58370,Nevada,No,Extended,Bachelor,2/22/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize,371.108203
1341,0.3773144585482511,-0.36525287016330193,-1.1532722440838328,RF44930,California,No,Basic,College,1/29/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,117.998498
1342,1.5331520176823143,0.5666926360064648,0.795667898005013,VJ44100,California,No,Basic,Master,2/15/11,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer2,Call Center,Sports Car,Small,434.09776
1343,-1.4376342511591094,-0.2624067227295054,-0.7592302734300848,PM13394,Washington,No,Basic,College,2/5/11,Medical Leave,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,211.136067
1344,-2.3963789028305045,-0.9179985354506404,0.05675302644102588,NL80137,Oregon,No,Extended,College,1/16/11,Disabled,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,290.432527
1345,-0.3816388650491509,-1.2030582656689626,-0.6229783045657968,NZ57065,Oregon,No,Basic,Bachelor,1/22/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,283.966321
1346,0.6071587210621663,0.6962046180281162,1.1748990172449596,NM42917,Arizona,No,Extended,College,1/12/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Small,227.916076
1347,0.8287488993759121,-0.9082826373737849,-0.09085703428204009,RR68322,Nevada,No,Extended,High School or Below,1/3/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,134.430084
1348,0.4674519326900078,-0.6993326606871609,0.3662120398372354,OF78862,Oregon,No,Extended,College,2/11/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,525.515271
1349,0.7025474955201896,-0.20558409576414022,-0.8059485201597161,SC93784,Oregon,No,Basic,Bachelor,1/10/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,144.439335
1350,-1.192452412727166,-0.8571414410980247,0.4311514471389438,CM59084,Oregon,Yes,Basic,High School or Below,2/25/11,Retired,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize,694.598288
1351,1.0853928444103205,-0.23099184538101855,-0.9014513501278933,QA41558,Oregon,No,Basic,Master,1/6/11,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize,172.518524
1352,-1.2168190495977562,-0.1242449289253685,-0.6229783045657968,SD62061,Oregon,No,Basic,High School or Below,2/17/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Large,350.4
1353,0.8366180071126913,-0.7182514049672535,0.3662120398372354,VP13613,California,No,Extended,Bachelor,1/3/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Large,300.703109
1354,-0.5205628456129927,-1.073645960497237,-0.2853380418302318,HF96939,Oregon,No,Extended,High School or Below,2/18/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,388.8
1355,0.0,-0.8876113398532361,0.6487259846512903,DU18362,California,No,Premium,Bachelor,2/11/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,777.6
1356,-0.20118427337112735,-0.34543136699101445,-0.9014513501278933,RK24470,Washington,No,Basic,Bachelor,1/19/11,Employed,M,Urban,Divorced,Corporate Auto,Corporate L2,Offer1,Branch,Two-Door Car,Medsize,262.047663
1357,-1.5757235869228827,-0.4255635231844539,1.3247808024824979,XQ19793,Arizona,Yes,Extended,High School or Below,2/18/11,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,638.4
1358,0.0,-1.6102243418579087,-1.2060679135141115,OB77084,Oregon,No,Basic,Bachelor,1/22/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Medsize,292.8
1359,1.363918847216258,0.4969869153322887,-0.5788026281539241,PS69748,Washington,Yes,Basic,College,2/14/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large,355.2
1360,0.7431598350113134,0.7635141103690656,-0.09085703428204009,JE13986,Arizona,No,Extended,College,1/2/11,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,412.8
1361,0.0,0.21473836605713736,-0.8059485201597161,TP41703,Washington,No,Basic,Bachelor,2/1/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Call Center,Two-Door Car,Medsize,496.8
1362,1.0798719718954055,-0.5827486502771454,0.6185223981989948,LD49835,California,No,Basic,High School or Below,1/17/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Agent,SUV,Medsize,513.6
1363,0.0,-1.1163797905266615,-0.20614235638929532,EK19337,Oregon,No,Extended,High School or Below,1/31/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,989.105367
1364,-1.4093040623297057,1.7033216877090733,3.227813528586735,GD55093,California,Yes,Extended,Master,2/20/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Agent,Luxury SUV,Medsize,1294.700423
1365,-1.5309976364492237,-0.23903376895589737,1.373242330934465,NN68193,Washington,No,Extended,College,2/20/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize,972.0
1366,-1.4166092247874285,-0.2693831235158286,-0.9014513501278933,TJ30354,Oregon,No,Basic,Bachelor,1/22/11,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,321.6
1367,-0.27720014255142417,0.37028725949423286,0.4311514471389438,TA75663,California,No,Basic,Master,2/12/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Web,SUV,Large,253.364333
1368,-1.0581000323274565,-1.2367554875912061,-0.7131747192489046,WG15841,California,Yes,Basic,Bachelor,2/27/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,340.8
1369,0.8188549509967354,0.31481454589921054,0.2663007066393683,LO68739,Arizona,No,Extended,Bachelor,1/3/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,266.949266
1370,0.0,-1.628833195190194,-1.2060679135141115,HM20544,Washington,No,Basic,College,2/5/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,479.097472
1371,0.9583128677810935,-1.0023833949748895,-0.2853380418302318,EG56026,Nevada,No,Extended,High School or Below,1/23/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize,494.847804
1372,1.3335490389582072,-1.3252453261670203,-0.9502772646562037,VF21395,Oregon,No,Basic,Bachelor,1/1/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize,316.8
1373,-0.8606793275080162,-0.3396772905881238,-0.9998486417362575,SI11249,California,No,Basic,High School or Below,2/11/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small,312.0
1374,0.0,-0.20411078349551068,-0.36651382315802955,IK99137,Washington,No,Extended,Bachelor,2/28/11,Unemployed,M,Suburban,Divorced,Special Auto,Special L2,Offer2,Web,Four-Door Car,Small,379.2
1375,-1.0828072378029687,-0.39837345116381667,-1.1013213417013408,VO87785,Arizona,No,Basic,College,2/12/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Medsize,378.695238
1376,0.0,-1.6506837761544377,-1.2060679135141115,FS29897,Oregon,No,Basic,High School or Below,1/6/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,292.8
1377,0.0,-0.06428265890919721,-0.20614235638929532,JG36165,California,No,Extended,Bachelor,1/1/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Web,Two-Door Car,Medsize,904.385726
1378,1.0776422124511476,-0.9508622629522172,-0.167257315219822,SJ42058,Oregon,No,Extended,High School or Below,1/20/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,93.623377
1379,1.6419452421066467,0.8342586538439815,-0.9014513501278933,CU13711,Oregon,No,Basic,Doctor,2/9/11,Employed,F,Urban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,308.631159
1380,-0.09643583042134289,0.5188985707856925,0.7668067112616934,GT65065,Oregon,No,Basic,Master,2/21/11,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer4,Branch,Sports Car,Medsize,396.17554
1381,-1.0671525116771052,-0.5539145263407358,0.7668067112616934,UN39066,Washington,No,Basic,Bachelor,2/6/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Large,537.6
1382,-0.14035869184286356,2.4284814727145894,0.8526318526049806,UQ85283,California,No,Basic,Bachelor,1/6/11,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer3,Agent,Sports Car,Medsize,251.429988
1383,-2.215705879360989,1.823530786523891,3.6596729565647337,YF80144,Washington,No,Premium,Bachelor,2/2/11,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Luxury SUV,Small,1965.6
1384,0.0,0.4747315287914115,1.200364733120887,GE29173,Nevada,No,Extended,Bachelor,1/15/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Branch,SUV,Medsize,1448.994134
1385,-1.366268104104257,-1.3287840197604643,-0.7131747192489046,DF21541,Arizona,No,Basic,College,1/28/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,340.8
1386,-1.9811791705009631,-0.4796824912875217,-1.1013213417013408,JL59571,Oregon,No,Basic,Bachelor,1/7/11,Disabled,F,Urban,Single,Corporate Auto,Corporate L3,Offer2,Branch,Two-Door Car,Medsize,208.659743
1387,-1.133594037262792,-0.3976829812224339,-0.8533488091415857,DF94525,Oregon,No,Basic,College,1/23/11,Medical Leave,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,396.284835
1388,0.1306463863389917,-1.3673010494285442,-0.9502772646562037,YO58424,Oregon,Yes,Basic,College,2/9/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Medsize,316.8
1389,0.7946945223951553,0.4845409371252582,0.6487259846512903,MP76478,Washington,Yes,Basic,High School or Below,1/2/11,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer2,Branch,SUV,Large,369.818708
1390,1.401783811920701,0.4412885709259046,-0.7131747192489046,HO92982,California,No,Basic,High School or Below,1/30/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Small,458.568921
1391,-1.5148215650870713,-1.0882965807308425,-0.36651382315802955,MZ24175,Arizona,Yes,Extended,College,2/12/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,379.2
1392,0.0,2.359696704392112,0.6185223981989948,YD48962,Arizona,No,Basic,High School or Below,1/17/11,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize,513.6
1393,0.4298116248988227,-0.10119546516231055,-0.4078756835259948,QB47024,Washington,No,Extended,Bachelor,2/17/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,414.519064
1394,0.0,1.5642199595691946,-0.6229783045657968,MF18493,California,Yes,Basic,College,2/28/11,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize,350.4
1395,0.9433343552884988,-1.0290622331345614,-0.3256722515708961,EP61084,Nevada,No,Extended,High School or Below,1/13/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,87.861666
1396,0.04469643222276582,1.9967726024551689,0.2663007066393683,EN38348,Oregon,No,Extended,High School or Below,1/16/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Large,192.144838
1397,-0.9904116218686939,0.37170069025118446,-0.8533488091415857,HJ15383,Washington,No,Basic,Master,2/9/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,160.07526
1398,0.7942972355010843,1.2137163509103397,0.9086136209674459,LS98306,Nevada,No,Premium,High School or Below,1/8/11,Employed,M,Suburban,Divorced,Special Auto,Special L3,Offer1,Agent,Four-Door Car,Medsize,561.6
1399,-0.1122613053094994,0.5401697400160398,-0.49221450663326966,PZ47477,Arizona,No,Extended,High School or Below,1/30/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Medsize,416.365369
1400,-1.523683412325286,0.9842462726792881,-1.1532722440838328,LT32391,California,Yes,Basic,Master,1/20/11,Retired,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,257.248789
1401,-0.9855051767738408,-0.19933620914148995,-0.8059485201597161,KK30016,Nevada,No,Basic,Master,1/5/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,331.2
1402,-1.5244729253759677,0.9425987927867859,1.736907313329159,OA89218,Nevada,No,Premium,College,2/19/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize,826.658992
1403,-3.0847835815659472,-1.1958933864620307,-0.4078756835259948,CY47265,Oregon,Yes,Extended,High School or Below,1/20/11,Retired,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large,486.278557
1404,1.0714328904534036,1.078424546002699,0.5880352058479438,ZI47663,Arizona,Yes,Basic,Bachelor,1/7/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,419.365958
1405,1.0922809981489638,-0.2370406209051545,-0.9014513501278933,GO14008,Oregon,No,Basic,Bachelor,1/21/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,321.6
1406,0.032833072930439064,0.2221150927916167,-1.2060679135141115,BC43958,California,Yes,Basic,High School or Below,2/28/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Agent,Four-Door Car,Small,386.031248
1407,-1.4276143216950525,1.5776798668873822,0.23230183964990667,AI61368,Nevada,No,Extended,High School or Below,1/31/11,Medical Leave,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Small,456.0
1408,0.45385224537757857,1.522728553595441,2.8538679162194938,UF37831,Arizona,No,Extended,Master,2/9/11,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Luxury SUV,Medsize,731.559007
1409,-1.1244996311744062,-1.4214165846096898,-0.9998486417362575,PO90615,Arizona,Yes,Basic,High School or Below,2/12/11,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,329.206567
1410,-0.4960384640224835,-0.6811807250396716,0.557259031063356,GY74661,Oregon,No,Basic,College,1/13/11,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer4,Agent,SUV,Large,126.779673
1411,1.2272504383798957,-1.3446283641074008,-0.9502772646562037,MX50302,Oregon,Yes,Basic,Bachelor,2/5/11,Employed,M,Urban,Divorced,Special Auto,Special L3,Offer1,Agent,Two-Door Car,Medsize,225.578841
1412,0.6914205226130336,-0.3392333507731163,-0.9502772646562037,TC84427,Oregon,No,Basic,High School or Below,1/1/11,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,294.284951
1413,0.6681820647458412,-0.35945585351820686,-1.1532722440838328,IQ82914,Oregon,No,Basic,Master,1/10/11,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Small,72.665253
1414,-1.1927901026368875,-1.3973933588167482,-0.9502772646562037,TY74870,California,No,Basic,Master,2/15/11,Medical Leave,F,Rural,Divorced,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize,8.737111
1415,-0.15242655259718269,0.24541931350970772,-1.0501885978540724,II83628,California,No,Basic,College,1/30/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,394.582401
1416,1.6891674477780176,-0.7615225454221692,0.23230183964990667,ZR77995,California,No,Extended,College,2/20/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,97.176153
1417,0.49576509082024706,-0.3662483434103183,-1.2060679135141115,QT89604,Arizona,No,Basic,High School or Below,1/22/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,151.13336
1418,1.590078420209596,-0.7501409582767908,0.23230183964990667,AB21519,California,Yes,Extended,College,1/6/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,281.110788
1419,-1.3213945391325987,1.9601214614507918,-0.9014513501278933,MP47256,California,Yes,Basic,Bachelor,1/25/11,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,404.817249
1420,-1.6545247279850872,0.7686847849434508,0.4311514471389438,MA47641,Oregon,Yes,Basic,High School or Below,2/18/11,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,523.815839
1421,-0.2765968787071265,-0.4058693751537234,-0.9502772646562037,GQ20713,Nevada,Yes,Basic,College,1/31/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,316.8
1422,-1.307981668958145,0.414064235619173,-0.6229783045657968,WW87934,Arizona,Yes,Basic,Bachelor,1/12/11,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,424.330166
1423,0.0,-1.1101576201021448,0.16321706040960632,HF75276,Nevada,No,Extended,High School or Below,1/12/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large,446.4
1424,0.14512609790536984,-0.691451566867601,0.3662120398372354,ET64028,California,No,Extended,High School or Below,1/18/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Large,475.2
1425,-0.5214857366602974,1.15046746820638,0.795667898005013,QA41472,Oregon,No,Basic,Bachelor,1/14/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize,389.673944
